Generation,Population,Slow_Count,Fast_Count,Mut_Loc,Mutation,Prod_rt ,Min 
323,popB,59,61,78,57,2.026,57
324,popB,59,61,113,57,2.026,57
325,popB,59,61,43,57,2.026,57
326,popB,58,62,39,100,2.049,57
327,popB,59,61,56,57,2.003,57
328,popB,60,60,29,57,2.048,57
329,popB,59,61,63,100,2.003,57
330,popB,59,61,73,57,2.003,57
331,popB,60,60,65,57,2.06,57
332,popB,60,60,106,100,2.06,57
333,popB,61,59,4,57,2.06,57
334,popB,61,59,17,57,2.06,57
335,popB,61,59,27,100,2.06,57
336,popB,60,60,92,100,1.848,57
337,popB,61,59,60,57,1.879,57
338,popB,61,59,19,100,1.879,57
339,popB,61,59,48,57,1.879,57
340,popB,61,59,9,57,1.879,57
341,popB,60,60,115,100,1.851,57
342,popB,61,59,115,57,1.879,57
343,popB,62,58,91,57,1.875,57
344,popB,62,58,24,57,1.875,57
345,popB,62,58,102,100,1.875,57
346,popB,62,58,76,100,1.875,57
347,popB,62,58,15,57,1.875,57
348,popB,61,59,9,100,1.957,57
349,popB,60,60,90,100,2.018,57
350,popB,61,59,28,57,1.992,57
351,popB,61,59,58,100,1.992,57
352,popB,60,60,94,100,2.029,57
353,popB,60,60,93,57,2.029,57
354,popB,61,59,85,57,2.025,57
355,popB,61,59,47,100,2.025,57
356,popB,61,59,110,57,2.025,57
357,popB,61,59,76,100,2.025,57
358,popB,62,58,79,57,1.957,57
359,popB,63,57,14,57,2.065,57
360,popB,63,57,88,57,2.065,57
361,popB,63,57,18,57,2.065,57
362,popB,63,57,80,100,2.065,57
363,popB,63,57,57,100,2.065,57
364,popA,63,57,0,0,2.065,57
365,popB,63,57,36,100,2.065,57
366,popB,64,56,106,57,2.026,57
367,popB,64,56,14,57,2.026,57
368,popB,65,55,117,57,2.117,57
369,popB,65,55,91,57,2.117,57
370,popB,64,56,41,100,2.121,57
371,popB,64,56,54,100,2.121,57
372,popB,64,56,9,100,2.121,57
373,popA,64,56,0,0,2.121,57
374,popB,65,55,32,57,2.007,57
375,popB,66,54,33,57,2.169,57
376,popB,66,54,84,57,2.169,57
377,popB,66,54,87,100,2.169,57
378,popB,65,55,52,100,2.192,57
379,popB,65,55,25,57,2.192,57
380,popB,64,56,44,100,2.208,57
381,popB,63,57,60,100,2.159,57
382,popA,63,57,0,0,2.159,57
383,popB,63,57,86,57,2.159,57
384,popB,62,58,109,100,2.161,57
385,popB,63,57,41,57,2.188,57
386,popB,64,56,74,57,2.185,57
387,popA,64,56,0,0,2.185,57
388,popB,64,56,74,57,2.185,57
389,popB,63,57,34,100,2.163,57
390,popB,63,57,109,100,2.163,57
391,popB,62,58,112,100,2.165,57
392,popB,63,57,104,57,2.189,57
393,popB,63,57,9,100,2.189,57
394,popB,63,57,87,100,2.189,57
395,popB,62,58,74,100,2.193,57
396,popB,62,58,27,100,2.193,57
397,popB,61,59,31,100,2.198,57
398,popB,60,60,33,100,2.198,57
399,popB,59,61,18,100,2.136,57
400,popB,59,61,35,100,2.136,57
401,popB,59,61,23,57,2.136,57
402,popB,59,61,66,100,2.136,57
403,popB,60,60,27,57,2.125,57
404,popB,59,61,101,100,2.13,57
405,popB,59,61,23,57,2.13,57
406,popB,59,61,113,57,2.13,57
407,popB,59,61,96,100,2.13,57
408,popA,59,61,0,0,2.13,57
409,popB,59,61,105,100,2.13,57
410,popB,59,61,43,57,2.13,57
411,popB,59,61,98,100,2.13,57
412,popB,58,62,5,100,2.13,57
413,popB,57,63,32,100,2.064,57
414,popB,57,63,67,100,2.064,57
415,popA,57,63,0,0,2.064,57
416,popB,58,62,32,57,2.13,57
417,popB,57,63,106,100,2.126,57
418,popB,56,64,75,100,2.131,57
419,popB,56,64,78,57,2.131,57
420,popB,56,64,69,57,2.131,57
421,popB,56,64,53,100,2.131,57
422,popA,56,64,0,0,2.131,57
423,popB,57,63,95,57,2.159,57
424,popB,56,64,28,100,2.144,57
425,popB,56,64,114,57,2.144,57
426,popB,57,63,58,57,2.17,57
427,popB,58,62,94,57,2.18,57
428,popB,58,62,28,100,2.18,57
429,popB,59,61,63,57,2.175,57
430,popB,59,61,95,57,2.175,57
431,popB,60,60,5,57,2.175,57
432,popB,60,60,67,100,2.175,57
433,popB,61,59,90,57,2.155,57
434,popB,61,59,10,57,2.155,57
435,popB,60,60,10,100,2.131,57
436,popB,59,61,78,100,2.074,57
437,popB,60,60,89,57,2.094,57
438,popB,60,60,72,57,2.094,57
439,popB,61,59,9,57,2.149,57
440,popB,61,59,17,57,2.149,57
441,popB,60,60,26,100,1.982,57
442,popB,60,60,2,100,1.982,57
443,popB,60,60,100,100,1.982,57
444,popB,59,61,14,100,2.05,57
445,popB,59,61,115,57,2.05,57
446,popB,59,61,15,57,2.05,57
447,popB,59,61,36,100,2.05,57
448,popB,59,61,68,57,2.05,57
449,popB,59,61,86,57,2.05,57
450,popB,58,62,94,100,2.127,57
451,popB,58,62,31,100,2.127,57
452,popB,58,62,22,100,2.127,57
453,popB,57,63,37,100,2.353,57
454,popA,57,63,0,0,2.353,57
455,popA,57,63,0,0,2.353,57
456,popB,57,63,0,100,2.353,57
457,popB,57,63,89,57,2.353,57
458,popA,57,63,0,0,2.353,57
459,popB,57,63,104,57,2.353,57
460,popB,58,62,0,57,2.353,57
461,popB,57,63,88,100,2.355,57
462,popB,56,64,65,100,2.248,57
463,popB,56,64,5,57,2.248,57
464,popB,56,64,17,57,2.248,57
465,popB,55,65,73,100,2.093,57
466,popB,55,65,79,57,2.093,57
467,popB,55,65,117,57,2.093,57
468,popB,55,65,68,57,2.093,57
469,popB,55,65,16,100,2.093,57
470,popB,55,65,24,57,2.093,57
471,popB,55,65,19,100,2.093,57
472,popB,56,64,92,57,2.121,57
473,popB,57,63,73,57,2.132,57
474,popB,56,64,24,100,2.175,57
475,popB,57,63,19,57,2.204,57
476,popB,56,64,43,100,2.029,57
477,popB,55,65,23,100,2.003,57
478,popB,54,66,114,100,2.005,57
479,popB,55,65,45,57,2.159,57
480,popB,54,66,21,100,2.135,57
481,popA,54,66,0,0,2.135,57
482,popB,53,67,68,100,2.172,57
483,popB,53,67,117,57,2.172,57
484,popB,53,67,13,57,2.172,57
485,popB,54,66,97,57,2.153,57
486,popB,54,66,3,100,2.153,57
487,popB,54,66,51,100,2.153,57
488,popB,54,66,33,100,2.153,57
489,popB,54,66,11,57,2.153,57
490,popB,53,67,0,100,2.153,57
491,popB,53,67,118,100,2.153,57
492,popB,52,68,48,100,2.172,57
493,popB,52,68,117,57,2.172,57
494,popB,52,68,93,57,2.172,57
495,popB,52,68,75,100,2.172,57
496,popB,51,69,90,100,2.174,57
497,popB,51,69,109,100,2.174,57
498,popB,51,69,93,57,2.174,57
499,popB,52,68,49,57,2.189,57
500,popB,53,67,53,57,2.21,57
501,popB,54,66,65,57,2.157,57
502,popB,55,65,90,57,2.13,57
503,popB,56,64,100,57,2.179,57
504,popA,56,64,0,0,2.179,57
505,popB,56,64,27,57,2.179,57
506,popB,56,64,69,57,2.179,57
507,popB,57,63,10,57,2.215,57
508,popB,56,64,84,100,2.214,57
509,popB,57,63,34,57,2.188,57
510,popB,57,63,103,57,2.188,57
511,popB,57,63,21,100,2.188,57
512,popB,56,64,49,100,2.191,57
513,popB,56,64,113,57,2.191,57
514,popB,56,64,94,100,2.191,57
515,popB,55,65,12,100,2.195,57
516,popB,55,65,50,57,2.195,57
517,popB,54,66,30,100,2.176,57
518,popB,53,67,119,100,2.177,57
519,popB,53,67,29,57,2.177,57
520,popB,52,68,95,100,2.153,57
521,popB,53,67,59,57,2.151,57
522,popB,53,67,7,57,2.151,57
523,popB,53,67,52,100,2.151,57
524,popB,53,67,79,57,2.151,57
525,popB,52,68,17,100,2.153,57
526,popB,53,67,42,57,2.173,57
527,popB,53,67,6,57,2.173,57
528,popB,53,67,50,57,2.173,57
529,popB,53,67,20,100,2.173,57
530,popB,53,67,43,100,2.173,57
531,popB,53,67,118,100,2.173,57
532,popB,53,67,60,100,2.173,57
533,popA,53,67,0,0,2.173,57
534,popB,52,68,91,100,2.108,57
535,popB,51,69,29,100,2.133,57
536,popB,51,69,105,100,2.133,57
537,popB,51,69,115,57,2.133,57
538,popB,51,69,80,100,2.133,57
539,popB,51,69,6,57,2.133,57
540,popB,50,70,58,100,2.003,57
541,popB,51,69,91,57,2.085,57
542,popB,52,68,36,57,2.089,57
543,popB,53,67,12,57,2.085,57
544,popB,52,68,40,100,2.112,57
545,popB,53,67,37,57,2.107,57
546,popB,53,67,86,57,2.107,57
547,popB,54,66,29,57,2.107,57
548,popB,53,67,72,100,2.107,57
549,popB,53,67,61,57,2.107,57
550,popB,52,68,71,100,2.151,57
551,popB,53,67,51,57,2.121,57
552,popB,53,67,8,57,2.121,57
553,popB,54,66,74,57,2.143,57
554,popB,54,66,110,57,2.143,57
555,popB,54,66,86,57,2.143,57
556,popB,54,66,2,100,2.143,57
557,popB,54,66,2,100,2.143,57
558,popA,54,66,0,0,2.143,57
559,popB,53,67,64,100,2.123,57
560,popB,54,66,43,57,2.12,57
561,popB,53,67,25,100,2.149,57
562,popB,53,67,5,57,2.149,57
563,popB,53,67,89,57,2.149,57
564,popB,52,68,13,100,2.118,57
565,popB,53,67,66,57,2.117,57
566,popB,52,68,43,100,2.097,57
567,popB,52,68,84,100,2.097,57
568,popB,52,68,97,57,2.097,57
569,popB,52,68,75,100,2.097,57
570,popB,51,69,115,100,2.113,57
571,popB,51,69,83,100,2.113,57
572,popB,51,69,9,57,2.113,57
573,popB,50,70,61,100,2.116,57
574,popB,50,70,5,57,2.116,57
575,popB,51,69,3,57,2.116,57
576,popB,51,69,116,100,2.116,57
577,popB,50,70,113,100,2.113,57
578,popB,49,71,6,100,2.113,57
579,popB,48,72,10,100,2.109,57
580,popB,48,72,117,57,2.109,57
581,popB,49,71,105,57,2.15,57
582,popB,49,71,63,57,2.15,57
583,popB,48,72,66,100,2.141,57
584,popB,49,71,2,57,2.141,57
585,popB,49,71,3,57,2.141,57
586,popB,49,71,101,100,2.141,57
587,popB,49,71,66,100,2.141,57
588,popB,50,70,101,57,2.154,57
589,popB,50,70,112,100,2.154,57
590,popB,51,69,114,57,2.15,57
591,popB,51,69,107,57,2.15,57
592,popB,50,70,2,100,2.15,57
593,popB,49,71,36,100,2.141,57
594,popB,49,71,103,57,2.141,57
595,popB,49,71,93,57,2.141,57
596,popB,49,71,63,57,2.141,57
597,popB,49,71,59,57,2.141,57
598,popB,50,70,16,57,2.101,57
599,popB,50,70,36,100,2.101,57
600,popB,49,71,37,100,2.104,57
601,popB,49,71,18,100,2.104,57
602,popB,50,70,98,57,2.12,57
603,popB,49,71,79,100,2.133,57
604,popA,49,71,0,0,2.133,57
605,popB,48,72,56,100,2.129,57
606,popB,48,72,69,57,2.129,57
607,popB,47,73,38,100,2.17,57
608,popB,47,73,14,100,2.17,57
609,popB,46,74,89,100,2.165,57
610,popB,46,74,72,100,2.165,57
611,popB,47,73,61,57,2.167,57
612,popB,47,73,67,100,2.167,57
613,popB,47,73,109,100,2.167,57
614,popB,47,73,26,100,2.167,57
615,popB,47,73,105,57,2.167,57
616,popB,46,74,90,100,2.18,57
617,popB,47,73,79,57,2.173,57
618,popB,46,74,92,100,2.138,57
619,popB,46,74,104,57,2.138,57
620,popB,47,73,102,57,2.119,57
621,popB,48,72,56,57,2.126,57
622,popB,49,71,80,57,2.12,57
623,popB,50,70,1,57,2.12,57
624,popA,50,70,0,0,2.12,57
625,popB,49,71,93,100,2.122,57
626,popB,48,72,107,100,2.129,57
627,popB,48,72,119,100,2.129,57
628,popB,47,73,56,100,2.123,57
629,popB,46,74,110,100,2.137,57
630,popB,47,73,82,57,2.154,57
631,popB,48,72,75,57,2.15,57
632,popB,48,72,46,100,2.15,57
633,popB,49,71,47,57,2.148,57
634,popB,50,70,36,57,2.15,57
635,popB,50,70,119,100,2.15,57
636,popB,50,70,58,100,2.15,57
637,popB,50,70,66,100,2.15,57
638,popB,49,71,29,100,2.15,57
639,popB,48,72,61,100,2.152,57
640,popB,48,72,45,57,2.152,57
641,popB,48,72,35,100,2.152,57
642,popB,48,72,44,100,2.152,57
643,popB,48,72,70,100,2.152,57
644,popB,48,72,41,57,2.152,57
645,popB,47,73,104,100,2.156,57
646,popB,47,73,42,57,2.156,57
647,popB,47,73,79,57,2.156,57
648,popB,48,72,78,57,2.17,57
649,popB,47,73,1,100,2.17,57
650,popB,48,72,76,57,2.154,57
651,popB,47,73,75,100,2.157,57
652,popB,47,73,74,57,2.157,57
653,popB,47,73,108,100,2.157,57
654,popB,46,74,45,100,2.159,57
655,popB,45,75,103,100,2.166,57
656,popB,46,74,48,57,2.174,57
657,popB,46,74,11,57,2.174,57
658,popB,46,74,24,100,2.174,57
659,popB,46,74,78,57,2.174,57
660,popB,45,75,114,100,2.181,57
661,popB,44,76,11,100,2.181,57
662,popB,45,75,44,57,2.181,57
663,popB,45,75,73,57,2.181,57
664,popB,45,75,27,57,2.181,57
665,popB,45,75,83,100,2.181,57
666,popB,45,75,81,100,2.181,57
667,popB,44,76,79,100,2.184,57
668,popB,44,76,76,57,2.184,57
669,popB,44,76,32,57,2.184,57
670,popB,44,76,5,57,2.184,57
671,popB,44,76,96,100,2.184,57
672,popB,44,76,79,100,2.184,57
673,popB,44,76,97,57,2.184,57
674,popB,44,76,18,100,2.184,57
675,popB,43,77,86,100,2.186,57
676,popB,44,76,84,57,2.184,57
677,popB,45,75,86,57,2.182,57
678,popB,45,75,119,100,2.182,57
679,popB,46,74,90,57,2.184,57
680,popB,46,74,37,100,2.184,57
681,popB,46,74,21,100,2.184,57
682,popB,45,75,100,100,2.184,57
683,popB,45,75,99,100,2.184,57
684,popB,45,75,38,100,2.184,57
685,popB,46,74,25,57,2.186,57
686,popB,47,73,92,57,2.174,57
687,popB,47,73,75,100,2.174,57
688,popB,47,73,77,100,2.174,57
689,popB,48,72,26,57,2.186,57
690,popB,49,71,38,57,2.184,57
691,popB,49,71,34,57,2.184,57
692,popB,49,71,15,57,2.184,57
693,popB,49,71,20,100,2.184,57
694,popB,48,72,105,100,2.177,57
695,popB,47,73,36,100,2.177,57
696,popB,46,74,38,100,2.163,57
697,popB,47,73,40,57,2.148,57
698,popB,47,73,64,100,2.148,57
699,popB,46,74,92,100,2.151,57
700,popB,47,73,1,57,2.151,57
701,popB,47,73,18,100,2.151,57
702,popB,47,73,17,100,2.151,57
703,popB,47,73,34,57,2.151,57
704,popB,47,73,76,57,2.151,57
705,popB,48,72,18,57,2.194,57
706,popB,49,71,67,57,2.141,57
707,popB,49,71,19,57,2.141,57
708,popB,49,71,113,100,2.141,57
709,popB,49,71,113,100,2.141,57
710,popB,50,70,104,57,1.98,57
711,popB,51,69,57,57,2.001,57
712,popB,52,68,13,57,2.225,57
713,popB,52,68,54,100,2.225,57
714,popB,53,67,92,57,2.095,57
715,popB,52,68,51,100,1.987,57
716,popB,52,68,7,57,1.987,57
717,popB,53,67,99,57,2,57
718,popB,54,66,0,57,2,57
719,popB,54,66,84,57,2,57
720,popB,55,65,37,57,2.078,57
721,popB,55,65,9,57,2.078,57
722,popB,54,66,7,100,2.079,57
723,popB,54,66,74,57,2.079,57
724,popB,53,67,63,100,2.125,57
725,popB,53,67,116,100,2.125,57
726,popB,53,67,19,57,2.125,57
727,popB,54,66,10,57,2.06,57
728,popB,54,66,84,57,2.06,57
729,popB,54,66,103,100,2.06,57
730,popB,53,67,85,100,2.058,57
731,popB,53,67,93,100,2.058,57
732,popB,53,67,68,100,2.058,57
733,popB,53,67,119,100,2.058,57
734,popB,53,67,104,57,2.058,57
735,popB,54,66,71,57,1.953,57
736,popB,54,66,105,100,1.953,57
737,popB,54,66,4,57,1.953,57
738,popB,53,67,37,100,1.956,57
739,popB,52,68,98,100,2.104,57
740,popA,52,68,0,0,2.104,57
741,popB,52,68,21,100,2.104,57
742,popB,51,69,12,100,2.115,57
743,popB,51,69,46,100,2.115,57
744,popB,52,68,116,57,2.112,57
745,popB,51,69,3,100,2.112,57
746,popB,50,70,57,100,2.107,57
747,popB,51,69,14,57,2.023,57
748,popB,51,69,9,57,2.023,57
749,popB,51,69,78,57,2.023,57
750,popB,51,69,77,100,2.023,57
751,popB,51,69,81,100,2.023,57
752,popB,52,68,49,57,2.07,57
753,popB,52,68,6,100,2.07,57
754,popB,51,69,102,100,2.03,57
755,popB,50,70,99,100,2.004,57
756,popB,50,70,6,100,2.004,57
757,popB,50,70,99,100,2.004,57
758,popB,50,70,37,100,2.004,57
759,popB,49,71,80,100,2.009,57
760,popB,48,72,90,100,2.034,57
761,popB,48,72,52,100,2.034,57
762,popB,47,73,71,100,2.038,57
763,popB,48,72,28,57,2.031,57
764,popB,47,73,27,100,2.03,57
765,popB,47,73,114,100,2.03,57
766,popB,46,74,8,100,2.13,57
767,popB,47,73,75,57,2.125,57
768,popB,47,73,104,57,2.125,57
769,popB,47,73,92,57,2.125,57
770,popB,46,74,50,100,2.087,57
771,popB,47,73,8,57,2.035,57
772,popB,46,74,65,100,2.057,57
773,popB,47,73,39,57,2.176,57
774,popB,46,74,18,100,2.101,57
775,popB,46,74,73,57,2.101,57
776,popB,45,75,16,100,2.103,57
777,popB,46,74,115,57,2.1,57
778,popB,45,75,78,100,2.022,57
779,popB,45,75,60,100,2.022,57
780,popB,45,75,91,57,2.022,57
781,popB,44,76,1,100,2.022,57
782,popB,44,76,18,100,2.022,57
783,popB,45,75,119,57,2.021,57
784,popB,46,74,22,57,2.076,57
785,popB,47,73,114,57,2.073,57
786,popB,46,74,32,100,2.077,57
787,popB,47,73,1,57,2.077,57
788,popB,47,73,44,57,2.077,57
789,popB,48,72,95,57,2.073,57
790,popB,48,72,21,100,2.073,57
791,popB,48,72,115,57,2.073,57
792,popB,47,73,28,100,2.074,57
793,popB,48,72,110,57,2.072,57
794,popB,48,72,110,57,2.072,57
795,popB,48,72,3,100,2.072,57
796,popB,48,72,88,100,2.072,57
797,popB,48,72,68,100,2.072,57
798,popB,48,72,80,100,2.072,57
799,popB,48,72,29,100,2.072,57
800,popB,48,72,84,57,2.072,57
801,popB,49,71,30,57,2.033,57
802,popB,50,70,43,57,1.987,57
803,popB,49,71,67,100,1.968,57
804,popB,49,71,34,57,1.968,57
805,popB,49,71,90,100,1.968,57
806,popB,49,71,94,100,1.968,57
807,popB,50,70,93,57,1.965,57
808,popB,49,71,41,100,2.021,57
809,popB,49,71,25,57,2.021,57
810,popB,48,72,0,100,2.021,57
811,popB,47,73,43,100,2.095,57
812,popB,47,73,100,100,2.095,57
813,popB,47,73,88,100,2.095,57
814,popB,46,74,40,100,1.978,57
815,popB,46,74,84,57,1.978,57
816,popB,46,74,57,100,1.978,57
817,popB,46,74,44,57,1.978,57
818,popB,46,74,21,100,1.978,57
819,popB,47,73,50,57,2.077,57
820,popB,47,73,101,57,2.077,57
821,popB,48,72,87,57,2.043,57
822,popB,49,71,81,57,2.108,57
823,popB,50,70,78,57,2.101,57
824,popB,49,71,97,100,2.104,57
825,popB,49,71,13,57,2.104,57
826,popB,49,71,53,57,2.104,57
827,popB,49,71,49,57,2.104,57
828,popB,49,71,23,100,2.104,57
829,popB,49,71,63,100,2.104,57
830,popB,50,70,96,57,2.101,57
831,popA,50,70,0,0,2.101,57
832,popB,51,69,90,57,2.084,57
833,popB,52,68,56,57,2.073,57
834,popB,51,69,8,100,2.116,57
835,popB,52,68,0,57,2.116,57
836,popB,52,68,107,100,2.116,57
837,popA,52,68,0,0,2.116,57
838,popB,52,68,82,57,2.116,57
839,popB,51,69,19,100,2.032,57
840,popB,51,69,42,57,2.032,57
841,popB,51,69,81,57,2.032,57
842,popB,52,68,16,57,2.071,57
843,popB,52,68,74,57,2.071,57
844,popB,51,69,16,100,2.032,57
845,popB,51,69,29,100,2.032,57
846,popB,52,68,43,57,2.03,57
847,popB,52,68,7,100,2.03,57
848,popB,52,68,47,57,2.03,57
849,popB,52,68,90,57,2.03,57
850,popB,53,67,65,57,2.018,57
851,popB,54,66,37,57,2.15,57
852,popB,54,66,96,57,2.15,57
853,popB,53,67,56,100,1.96,57
854,popB,53,67,86,57,1.96,57
855,popB,53,67,68,100,1.96,57
856,popB,54,66,27,57,1.962,57
857,popB,53,67,34,100,2.23,57
858,popB,53,67,57,100,2.23,57
859,popB,53,67,74,57,2.23,57
860,popB,52,68,69,100,2.218,57
861,popB,53,67,67,57,2.23,57
862,popB,53,67,98,100,2.23,57
863,popB,54,66,12,57,2.174,57
864,popB,53,67,116,100,2.129,57
865,popB,53,67,52,100,2.129,57
866,popB,53,67,77,100,2.129,57
867,popB,53,67,8,100,2.129,57
868,popB,52,68,114,100,2.144,57
869,popB,53,67,80,57,2.138,57
870,popB,52,68,1,100,2.138,57
871,popB,51,69,95,100,2.177,57
872,popB,51,69,29,100,2.177,57
873,popB,51,69,89,100,2.177,57
874,popB,51,69,51,100,2.177,57
875,popB,51,69,97,100,2.177,57
876,popB,51,69,63,100,2.177,57
877,popA,51,69,0,0,2.177,57
878,popA,51,69,0,0,2.177,57
879,popB,51,69,61,100,2.177,57
880,popB,51,69,9,57,2.177,57
881,popA,51,69,0,0,2.177,57
882,popA,51,69,0,0,2.177,57
883,popB,51,69,105,100,2.177,57
884,popA,51,69,0,0,2.177,57
885,popB,51,69,68,100,2.177,57
886,popB,52,68,33,57,2.093,57
887,popB,52,68,82,57,2.093,57
888,popB,53,67,23,57,2.09,57
889,popB,53,67,29,100,2.09,57
890,popB,53,67,78,57,2.09,57
891,popB,54,66,61,57,2.102,57
892,popB,54,66,40,100,2.102,57
893,popB,54,66,87,57,2.102,57
894,popB,55,65,100,57,2.126,57
895,popB,56,64,83,57,2.13,57
896,popB,57,63,46,57,2.127,57
897,popB,57,63,71,100,2.127,57
898,popB,57,63,119,57,2.127,57
899,popA,57,63,0,0,2.127,57
900,popB,57,63,99,100,2.127,57
901,popB,57,63,37,57,2.127,57
902,popB,57,63,20,100,2.127,57
903,popA,57,63,0,0,2.127,57
904,popB,56,64,22,100,2.109,57
905,popB,56,64,3,100,2.109,57
906,popB,56,64,101,57,2.109,57
907,popB,55,65,74,100,2.116,57
908,popB,55,65,66,100,2.116,57
909,popB,55,65,98,100,2.116,57
910,popB,56,64,54,57,2.109,57
911,popB,56,64,64,100,2.109,57
912,popB,57,63,108,57,2.112,57
913,popB,57,63,58,100,2.112,57
914,popB,58,62,68,57,2.109,57
915,popB,59,61,20,57,2.109,57
916,popB,59,61,26,57,2.109,57
917,popB,58,62,37,100,2.112,57
918,popB,59,61,103,57,2.106,57
919,popB,59,61,22,100,2.106,57
920,popB,59,61,31,100,2.106,57
921,popB,58,62,15,100,2.078,57
922,popB,58,62,4,57,2.078,57
923,popB,59,61,16,57,2.193,57
924,popB,60,60,32,57,2.057,57
925,popB,60,60,64,100,2.057,57
926,popB,60,60,51,100,2.057,57
927,popA,60,60,0,0,2.057,57
928,popB,60,60,49,57,2.057,57
929,popB,59,61,50,100,2.081,57
930,popB,58,62,104,100,2.075,57
931,popB,59,61,18,57,2.083,57
932,popB,59,61,11,100,2.083,57
933,popB,59,61,66,100,2.083,57
934,popB,60,60,60,57,2.083,57
935,popB,60,60,15,100,2.083,57
936,popB,60,60,32,57,2.083,57
937,popB,60,60,38,100,2.083,57
938,popB,60,60,52,100,2.083,57
939,popB,61,59,2,57,2.083,57
940,popB,60,60,75,100,2.134,57
941,popB,60,60,81,57,2.134,57
942,popB,60,60,46,57,2.134,57
943,popB,61,59,106,57,2.092,57
944,popB,62,58,40,57,2.087,57
945,popB,62,58,61,57,2.087,57
946,popB,61,59,83,100,2.251,57
947,popB,61,59,73,57,2.251,57
948,popB,61,59,94,100,2.251,57
949,popB,61,59,65,57,2.251,57
950,popB,60,60,81,100,2.277,57
951,popB,60,60,38,100,2.277,57
952,popB,61,59,35,57,2.199,57
953,popB,60,60,96,100,2.202,57
954,popB,59,61,119,100,2.204,57
955,popB,59,61,2,57,2.204,57
956,popB,60,60,37,57,2.282,57
957,popB,60,60,58,100,2.282,57
958,popB,60,60,8,100,2.282,57
959,popB,60,60,24,100,2.282,57
960,popA,60,60,0,0,2.282,57
961,popB,60,60,80,57,2.282,57
962,popA,60,60,0,0,2.282,57
963,popB,60,60,34,100,2.282,57
964,popB,59,61,115,100,2.464,57
965,popB,59,61,117,57,2.464,57
966,popB,58,62,91,100,2.478,57
967,popB,59,61,94,57,2.087,57
968,popB,59,61,0,57,2.087,57
969,popB,60,60,8,57,2.079,57
970,popB,60,60,115,100,2.079,57
971,popB,60,60,88,100,2.079,57
972,popB,59,61,30,100,2.036,57
973,popB,60,60,21,57,2.037,57
974,popB,60,60,74,100,2.037,57
975,popB,60,60,114,100,2.037,57
976,popB,59,61,61,100,2.042,57
977,popB,59,61,90,57,2.042,57
978,popB,58,62,46,100,2.022,57
979,popB,57,63,94,100,2.353,57
980,popA,57,63,0,0,2.353,57
981,popB,58,62,115,57,2.196,57
982,popB,58,62,67,57,2.196,57
983,popA,58,62,0,0,2.196,57
984,popB,59,61,89,57,2.191,57
985,popB,60,60,99,57,2.197,57
986,popB,60,60,70,100,2.197,57
987,popB,61,59,11,57,2.193,57
988,popB,60,60,117,100,2.129,57
989,popB,61,59,118,57,2.125,57
990,popB,60,60,23,100,2.18,57
991,popB,60,60,109,100,2.18,57
992,popB,60,60,83,100,2.18,57
993,popB,59,61,118,100,2.182,57
994,popB,59,61,12,57,2.182,57
995,popB,60,60,70,57,2.019,57
996,popB,59,61,82,100,2.023,57
997,popB,58,62,101,100,2.025,57
998,popB,58,62,37,57,2.025,57
999,popB,58,62,8,57,2.025,57
1000,popB,57,63,106,100,2.135,57
0,popB,54,66,65,100,2.11,58
1,popB,54,66,101,100,2.11,58
2,popB,54,66,89,58,2.11,58
3,popB,54,66,34,100,2.11,58
4,popB,53,67,91,100,2.183,58
5,popA,53,67,0,0,2.183,58
6,popB,54,66,97,58,2.138,58
7,popB,55,65,19,58,2.15,58
8,popB,55,65,90,58,2.15,58
9,popB,54,66,31,100,2.244,58
10,popB,55,65,53,58,2.21,58
11,popA,55,65,0,0,2.21,58
12,popB,55,65,91,100,2.21,58
13,popB,54,66,9,100,2.441,58
14,popA,54,66,0,0,2.441,58
15,popA,54,66,0,0,2.441,58
16,popB,54,66,33,100,2.441,58
17,popB,54,66,58,100,2.441,58
18,popB,53,67,5,100,2.441,58
19,popB,53,67,8,100,2.441,58
20,popB,53,67,82,100,2.441,58
21,popA,53,67,0,0,2.441,58
22,popA,53,67,0,0,2.441,58
23,popB,53,67,15,100,2.441,58
24,popB,53,67,94,58,2.441,58
25,popA,53,67,0,0,2.441,58
26,popA,53,67,0,0,2.441,58
27,popB,53,67,105,100,2.441,58
28,popB,53,67,116,58,2.441,58
29,popA,53,67,0,0,2.441,58
30,popB,53,67,53,58,2.441,58
31,popA,53,67,0,0,2.441,58
32,popB,53,67,15,100,2.441,58
33,popB,54,66,59,58,2.274,58
34,popB,54,66,88,58,2.274,58
35,popB,54,66,45,100,2.274,58
36,popB,55,65,20,58,2.27,58
37,popB,55,65,20,58,2.27,58
38,popB,54,66,81,100,2.266,58
39,popB,54,66,119,100,2.266,58
40,popA,54,66,0,0,2.266,58
41,popB,53,67,41,100,2.213,58
42,popB,52,68,17,100,2.25,58
43,popB,52,68,79,100,2.25,58
44,popB,53,67,33,58,2.227,58
45,popB,53,67,42,100,2.227,58
46,popB,53,67,54,58,2.227,58
47,popB,52,68,26,100,2.347,58
48,popA,52,68,0,0,2.347,58
49,popB,52,68,110,100,2.347,58
50,popB,52,68,44,100,2.347,58
51,popA,52,68,0,0,2.347,58
52,popA,52,68,0,0,2.347,58
53,popB,52,68,72,58,2.347,58
54,popA,52,68,0,0,2.347,58
55,popB,52,68,2,100,2.347,58
